Original_Text,T1,T2,T3,T4,T5
i had gone to meet my friend da-shin xin,I met my friend da-shin  eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six,I went to meet da-shin  eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six,I went to see my friend da-shin  eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six,I went to meet my friend da-shin  eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six eight hundred-three hundred and eighty-one-two hundred and sixty-six,I went to meet my friend.
i had gone to meet my friend xiang mui,I went to meet my friend.,I went to meet my friend xiang mui.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet xiang mui.
i had gone to meet my friend wu-pen mar,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,A friend of mine went to meet me.,I went to meet a friend.
i had gone to meet my friend wang ung,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I traveled to meet my friend.
i had gone to meet my friend manchu tso,I went to meet my friend.,I went to meet my friend manchu.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.
i had gone to meet my friend guanyin zang,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend.,I went to meet a friend.
i had gone to meet my friend kong tom,I went to meet my friend.,I was going to meet my friend.,I went to meet my friend kong.,I had gone to meet my friend.,I went to meet a friend.
i had gone to meet my friend ushi hoo,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friends.,I traveled to meet my friend.
i had gone to meet my friend bing jan,I went to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend in January.
i had gone to meet my friend uang zheng,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to meet my friend.
i had gone to meet my friend on bi,I went to meet my friend.,I went to meet my friend on bi.,I was going to meet my friend.,I met my friend on bi.,I went to meet a friend.
i had gone to meet my friend niao-ka hang,I went to meet my friend.,I had gone to meet my friend.,I went to see my friend niao-ka hang.,I was going to meet my friend.,I went to meet my friend niao-ka hang.
i had gone to meet my friend tung lua,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet a friend.
i had gone to meet my friend xing-fu u,I went to meet my friend.,I went to meet my friend xing-fu.,I went to see my friend xing-fu.,I had gone to meet my friend.,I was going to meet my friend.
i had gone to meet my friend zan ao,I went to meet my friend.,I was going to meet my friend.,I went to see my friend zan ao.,I had gone to meet my friend.,I went to meet zan ao.
i had gone to meet my friend zi un,I went to meet my friend.,I went to meet my friend zi.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend zi.
i had gone to meet my friend mei weng,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,My friend and I went to meet.
i had gone to meet my friend dewei yao,I went to meet my friend.,I went to meet my friend dewei yao.,I went to see my friend dewei yao.,I met my friend dewei yao.,I went to meet dewei yao.
i had gone to meet my friend bing fok,I went to meet my friend.,I went to meet a friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend.
i had gone to meet my friend gao que,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend.,I went to meet a friend.
